wave,server,bot,main_role,eff,avg_spd,max_spd,dist,prog_ms,steals,caps,kills,deaths
178,s02-2v2-lmctf03,Caco[SG],defend,2.084,188,777,33582,69969,0,0,0,1
178,s02-2v2-lmctf03,Rune[SG],attack,1.414,136,779,58561,82778,0,0,3,2
178,s02-2v2-lmctf03,Slip[SG],attack,1.197,221,781,90285,108044,1,0,3,2
178,s03-5v5-lmctf22,Arach[SG],defend,1.213,132,779,23872,28950,0,0,1,1
178,s03-5v5-lmctf22,Caco[SG],defend,1.201,126,775,28925,34725,0,0,3,0
178,s03-5v5-lmctf22,Rune[SG],defend,0.621,226,772,36860,22905,0,0,5,0
178,s03-5v5-lmctf22,Slip[SG],defend,0.622,242,746,25145,15647,0,0,0,1
178,s03-5v5-lmctf22,Gate[SG],attack,1.287,222,889,106176,136608,0,0,4,11
178,s03-5v5-lmctf22,Phase[SG],attack,1.174,228,829,92858,109046,1,0,5,7
178,s03-5v5-lmctf22,Field[SG],attack,1.275,223,777,94559,120533,0,0,1,9
178,s03-5v5-lmctf22,Trace[SG],attack,1.159,221,792,92078,106686,0,0,3,4
178,s03-5v5-lmctf22,Vore[SG],attack,1.325,245,793,108919,144301,0,0,11,3
178,s03-5v5-lmctf22,Fiend[SG],attack,1.280,218,777,95951,122850,0,0,7,5
178,s04-5v5-lmctf02c,Arach[SG],defend,1.324,22,732,13562,17950,0,0,0,0
178,s04-5v5-lmctf02c,Caco[SG],defend,1.457,241,772,110257,160654,0,0,1,3
178,s04-5v5-lmctf02c,Rune[SG],defend,1.159,233,785,104056,120633,0,0,1,1
178,s04-5v5-lmctf02c,Slip[SG],defend,1.370,239,772,107120,146725,0,0,0,0
178,s04-5v5-lmctf02c,Gate[SG],attack,1.789,231,805,104775,187452,0,0,3,10
178,s04-5v5-lmctf02c,Phase[SG],attack,1.827,248,793,114502,209214,0,0,8,2
178,s04-5v5-lmctf02c,Field[SG],attack,1.783,226,806,97406,173697,0,0,5,3
178,s04-5v5-lmctf02c,Trace[SG],attack,1.891,228,803,100525,190142,0,0,6,8
178,s04-5v5-lmctf02c,Vore[SG],attack,1.527,226,806,98084,149737,0,0,9,10
178,s04-5v5-lmctf02c,Fiend[SG],attack,1.226,239,806,101040,123864,0,0,6,2
178,s05-5v5-mactf06,Arach[SG],defend,0.938,171,612,16651,15616,0,0,1,1
178,s05-5v5-mactf06,Caco[SG],defend,1.157,10,701,4861,5625,0,0,1,0
178,s05-5v5-mactf06,Rune[SG],defend,1.548,242,776,17856,27639,0,0,4,0
178,s05-5v5-mactf06,Slip[SG],defend,1.056,237,712,26014,27472,0,0,1,0
178,s05-5v5-mactf06,Gate[SG],attack,1.227,246,800,114428,140411,0,0,4,2
178,s05-5v5-mactf06,Phase[SG],attack,1.225,218,800,94716,115996,0,0,9,4
178,s05-5v5-mactf06,Field[SG],attack,1.427,244,790,106588,152095,0,0,0,9
178,s05-5v5-mactf06,Trace[SG],attack,1.479,229,777,106773,157895,0,0,13,5
178,s05-5v5-mactf06,Vore[SG],attack,1.318,219,772,89157,117500,0,0,5,10
178,s05-5v5-mactf06,Fiend[SG],attack,1.546,229,782,109748,169635,0,0,5,13
178,s06-5v5-lmctf05,Arach[SG],defend,0.824,239,770,26271,21648,0,0,4,0
178,s06-5v5-lmctf05,Caco[SG],defend,1.556,35,758,6651,10350,0,0,0,0
178,s06-5v5-lmctf05,Rune[SG],defend,1.408,180,779,78722,110804,0,0,6,6
178,s06-5v5-lmctf05,Slip[SG],defend,0.882,218,782,76180,67213,0,0,0,0
178,s06-5v5-lmctf05,Gate[SG],attack,1.890,176,781,82478,155904,0,0,3,2
178,s06-5v5-lmctf05,Phase[SG],attack,1.667,194,693,27367,45617,0,0,0,2
178,s06-5v5-lmctf05,Field[SG],attack,1.723,124,796,64314,110784,0,0,8,8
178,s06-5v5-lmctf05,Trace[SG],attack,2.276,152,781,27361,62267,0,0,5,2
178,s06-5v5-lmctf05,Vore[SG],attack,1.706,159,776,74970,127888,0,0,3,5
178,s06-5v5-lmctf05,Fiend[SG],attack,2.025,107,798,24072,48742,0,0,1,5
178,s07-5v5-lmctf01,Arach[SG],defend,0.873,15,334,4460,3895,0,0,3,3
178,s07-5v5-lmctf01,Caco[SG],defend,1.228,115,778,38155,46850,0,0,1,7
178,s07-5v5-lmctf01,Rune[SG],defend,1.056,221,788,51044,53881,0,0,2,4
178,s07-5v5-lmctf01,Slip[SG],defend,0.645,229,777,43161,27833,0,0,4,1
178,s07-5v5-lmctf01,Gate[SG],attack,1.263,235,793,92198,116443,1,0,2,5
178,s07-5v5-lmctf01,Phase[SG],attack,1.267,229,802,99152,125671,1,0,7,6
178,s07-5v5-lmctf01,Field[SG],attack,1.585,175,786,83643,132576,0,0,2,2
178,s07-5v5-lmctf01,Trace[SG],attack,1.155,238,792,97691,112850,0,0,1,3
178,s07-5v5-lmctf01,Vore[SG],attack,1.265,184,796,81113,102648,0,0,9,2
178,s07-5v5-lmctf01,Fiend[SG],attack,1.440,165,800,72118,103879,0,0,5,4
178,s08-7v7-lmctf09,Arach[SG],defend,0.689,26,401,13213,9100,0,0,5,2
178,s08-7v7-lmctf09,Caco[SG],defend,1.376,157,775,48591,66877,0,0,3,11
178,s08-7v7-lmctf09,Rune[SG],defend,1.223,226,789,61058,74656,0,0,1,4
178,s08-7v7-lmctf09,Slip[SG],defend,1.200,147,771,56075,67292,0,0,1,7
178,s08-7v7-lmctf09,Gate[SG],attack,1.463,216,800,93417,136662,0,0,12,3
178,s08-7v7-lmctf09,Phase[SG],attack,1.623,226,809,100392,162897,0,0,24,12
178,s08-7v7-lmctf09,Field[SG],attack,1.663,205,802,94024,156340,1,0,2,17
178,s08-7v7-lmctf09,Trace[SG],attack,1.635,204,772,95051,155394,0,0,11,4
178,s08-7v7-lmctf09,Vore[SG],attack,1.821,171,835,82734,150673,0,0,11,18
178,s08-7v7-lmctf09,Fiend[SG],attack,1.664,221,794,96485,160599,2,0,5,10
178,s08-7v7-lmctf09,Scrag[SG],attack,1.654,211,798,95359,157741,2,0,18,3
178,s08-7v7-lmctf09,Ogre[SG],attack,1.433,191,799,78441,112430,0,0,4,4
178,s08-7v7-lmctf09,Knight[SG],attack,1.768,209,782,92514,163559,1,0,8,7
178,s08-7v7-lmctf09,Wizard[SG],attack,1.934,200,805,94577,182907,0,0,9,12
178,s09-7v7-lmctf09,Arach[SG],defend,0.781,71,741,20553,16050,0,0,5,3
178,s09-7v7-lmctf09,Caco[SG],defend,1.880,65,809,27078,50908,0,0,8,6
178,s09-7v7-lmctf09,Rune[SG],defend,1.114,225,743,70470,78516,0,0,7,3
178,s09-7v7-lmctf09,Slip[SG],defend,1.247,192,777,55542,69254,0,0,1,9
178,s09-7v7-lmctf09,Gate[SG],attack,1.699,231,800,103212,175383,0,0,7,12
178,s09-7v7-lmctf09,Phase[SG],attack,1.784,191,774,90990,162355,3,0,14,9
178,s09-7v7-lmctf09,Field[SG],attack,1.684,199,800,88513,149029,0,0,7,12
178,s09-7v7-lmctf09,Trace[SG],attack,1.684,227,800,95677,161086,0,0,24,10
178,s09-7v7-lmctf09,Vore[SG],attack,1.472,208,799,96883,142617,0,0,8,16
178,s09-7v7-lmctf09,Fiend[SG],attack,1.609,220,786,99594,160248,0,0,7,4
178,s09-7v7-lmctf09,Scrag[SG],attack,1.644,211,774,98389,161747,0,0,12,8
178,s09-7v7-lmctf09,Ogre[SG],attack,1.842,220,782,96650,178037,0,0,7,14
178,s09-7v7-lmctf09,Knight[SG],attack,1.946,205,807,95294,185475,1,0,8,11
178,s09-7v7-lmctf09,Wizard[SG],attack,1.753,213,809,89993,157795,0,0,10,8
178,s10-5v1-smap05,Arach[SG],defend,2.113,4,745,1567,3310,0,0,0,0
178,s10-5v1-smap05,Caco[SG],recover,0.967,190,1100,80994,78323,0,0,3,7
178,s10-5v1-smap05,Rune[SG],attack,0.885,221,780,61361,54323,0,0,1,1
178,s10-5v1-smap05,Slip[SG],attack,1.094,218,779,68533,74980,0,0,1,1
178,s10-5v1-smap05,Gate[SG],attack,1.162,227,1100,79289,92111,2,2,2,0
178,s10-5v1-smap05,Phase[SG],carry,1.260,224,794,74641,94051,1,1,3,1
179,s01-2v2-lmctf03,Arach[SG],defend,1.164,2,749,1331,1550,0,0,0,0
179,s01-2v2-lmctf03,Caco[SG],defend,0.189,249,777,10874,2055,0,0,0,0
179,s01-2v2-lmctf03,Rune[SG],attack,0.880,136,749,61549,54176,0,0,0,0
179,s01-2v2-lmctf03,Slip[SG],attack,0.570,251,792,99167,56512,0,0,0,0
179,s02-2v2-lmctf03,Arach[SG],defend,1.271,8,749,4590,5834,0,0,0,1
179,s02-2v2-lmctf03,Caco[SG],defend,0.821,199,777,59216,48635,0,0,0,0
179,s02-2v2-lmctf03,Rune[SG],attack,1.142,164,755,70774,80803,0,0,1,7
179,s02-2v2-lmctf03,Slip[SG],attack,1.392,211,779,94945,132151,1,0,8,1
179,s03-5v5-lmctf22,Arach[SG],defend,1.031,198,784,51718,53322,0,0,5,5
179,s03-5v5-lmctf22,Caco[SG],defend,0.828,178,775,34448,28523,0,0,2,3
179,s03-5v5-lmctf22,Rune[SG],defend,1.056,205,783,70476,74452,0,0,0,6
179,s03-5v5-lmctf22,Slip[SG],defend,0.991,229,783,45558,45166,0,0,5,6
179,s03-5v5-lmctf22,Gate[SG],attack,0.999,194,794,85417,85323,0,0,2,2
179,s03-5v5-lmctf22,Phase[SG],attack,1.461,242,787,102868,150338,0,0,12,15
179,s03-5v5-lmctf22,Field[SG],attack,1.314,225,863,96099,126236,0,0,16,5
179,s03-5v5-lmctf22,Trace[SG],attack,1.556,249,793,105770,164595,0,0,10,15
179,s03-5v5-lmctf22,Vore[SG],attack,1.488,243,786,94671,140900,2,0,12,7
179,s03-5v5-lmctf22,Fiend[SG],attack,1.450,238,779,90788,131655,1,0,8,9
179,s04-5v5-lmctf02c,Arach[SG],defend,1.277,38,706,22506,28740,0,0,3,0
179,s04-5v5-lmctf02c,Caco[SG],defend,1.509,167,795,78401,118292,0,0,2,0
179,s04-5v5-lmctf02c,Rune[SG],defend,1.467,230,793,108825,159615,0,0,2,3
179,s04-5v5-lmctf02c,Slip[SG],defend,1.352,226,785,92867,125541,0,0,0,0
179,s04-5v5-lmctf02c,Gate[SG],attack,1.973,223,785,108836,214770,0,0,1,3
179,s04-5v5-lmctf02c,Phase[SG],attack,1.708,228,798,105500,180174,0,0,7,5
179,s04-5v5-lmctf02c,Field[SG],attack,1.755,219,806,109847,192826,0,0,3,5
179,s04-5v5-lmctf02c,Trace[SG],attack,1.457,206,778,87250,127151,0,0,5,3
179,s04-5v5-lmctf02c,Vore[SG],attack,1.511,222,806,85332,128925,0,0,2,8
179,s04-5v5-lmctf02c,Fiend[SG],attack,1.634,227,806,94517,154476,0,0,7,5
179,s05-5v5-mactf06,Arach[SG],defend,0.353,246,757,15661,5525,0,0,7,1
179,s05-5v5-mactf06,Caco[SG],defend,0.800,175,748,22526,18030,0,0,2,2
179,s05-5v5-mactf06,Rune[SG],defend,0.953,241,752,18743,17856,0,0,1,3
179,s05-5v5-mactf06,Slip[SG],defend,1.039,247,776,42717,44366,0,0,3,1
179,s05-5v5-mactf06,Gate[SG],attack,1.382,225,800,100633,139081,0,0,3,8
179,s05-5v5-mactf06,Phase[SG],attack,1.318,227,774,103746,136749,0,0,5,5
179,s05-5v5-mactf06,Field[SG],attack,1.542,226,800,100892,155563,0,0,5,8
179,s05-5v5-mactf06,Trace[SG],attack,1.271,215,788,94514,120083,0,0,6,7
179,s05-5v5-mactf06,Vore[SG],attack,1.435,214,779,102346,146821,0,0,6,6
179,s05-5v5-mactf06,Fiend[SG],attack,1.399,234,775,89515,125203,0,0,8,5
179,s06-5v5-lmctf05,Arach[SG],defend,0.794,48,757,9830,7807,0,0,0,0
179,s06-5v5-lmctf05,Caco[SG],defend,1.217,210,845,41128,50062,0,0,2,3
179,s06-5v5-lmctf05,Rune[SG],defend,0.982,218,774,56460,55469,0,0,2,2
179,s06-5v5-lmctf05,Slip[SG],defend,0.999,189,791,85260,85172,0,0,4,3
179,s06-5v5-lmctf05,Gate[SG],attack,1.773,172,779,83877,148703,2,0,7,9
179,s06-5v5-lmctf05,Phase[SG],attack,2.032,151,779,75933,154261,0,0,10,5
179,s06-5v5-lmctf05,Field[SG],attack,1.878,129,781,67327,126422,0,0,12,8
179,s06-5v5-lmctf05,Trace[SG],attack,1.634,170,810,60940,99589,1,0,3,6
179,s06-5v5-lmctf05,Vore[SG],attack,1.717,148,793,59314,101826,0,0,1,5
179,s06-5v5-lmctf05,Fiend[SG],attack,1.803,162,743,32925,59352,0,0,3,3
179,s07-5v5-lmctf01,Arach[SG],defend,1.094,10,735,2852,3120,0,0,4,0
179,s07-5v5-lmctf01,Caco[SG],defend,0.169,114,303,5907,996,0,0,0,0
179,s07-5v5-lmctf01,Rune[SG],defend,0.464,228,336,29184,13550,0,0,0,0
179,s07-5v5-lmctf01,Slip[SG],defend,0.635,221,706,39289,24940,0,0,0,0
179,s07-5v5-lmctf01,Gate[SG],attack,1.080,223,797,88065,95085,0,0,1,3
179,s07-5v5-lmctf01,Phase[SG],attack,1.285,181,802,82666,106218,0,0,1,3
179,s07-5v5-lmctf01,Field[SG],attack,1.220,168,798,73944,90246,0,0,3,2
179,s07-5v5-lmctf01,Trace[SG],attack,1.988,170,840,80714,160429,0,0,3,0
179,s07-5v5-lmctf01,Vore[SG],attack,1.181,175,790,71722,84693,0,0,3,3
179,s07-5v5-lmctf01,Fiend[SG],attack,1.325,142,956,68869,91271,0,0,0,4
179,s08-7v7-lmctf09,Arach[SG],defend,1.183,24,809,9550,11300,0,0,2,3
179,s08-7v7-lmctf09,Caco[SG],defend,1.100,70,762,27497,30250,0,0,4,1
179,s08-7v7-lmctf09,Rune[SG],defend,1.007,234,724,65876,66336,0,0,7,0
179,s08-7v7-lmctf09,Slip[SG],defend,1.326,204,771,37191,49301,0,0,5,2
179,s08-7v7-lmctf09,Gate[SG],attack,1.553,209,780,90782,140957,1,0,4,7
179,s08-7v7-lmctf09,Phase[SG],attack,1.813,220,797,105992,192190,0,0,13,8
179,s08-7v7-lmctf09,Field[SG],attack,1.548,198,806,84218,130375,1,0,5,14
179,s08-7v7-lmctf09,Trace[SG],attack,1.552,216,794,97260,150927,0,0,5,6
179,s08-7v7-lmctf09,Vore[SG],attack,1.691,210,808,91048,153932,0,0,12,18
179,s08-7v7-lmctf09,Fiend[SG],attack,1.696,216,792,98853,167607,1,0,12,14
179,s08-7v7-lmctf09,Scrag[SG],attack,1.725,217,800,100562,173488,0,0,17,9
179,s08-7v7-lmctf09,Ogre[SG],attack,1.644,191,796,91157,149839,1,0,6,3
179,s08-7v7-lmctf09,Knight[SG],attack,1.518,243,994,106007,160954,0,0,10,11
179,s08-7v7-lmctf09,Wizard[SG],attack,1.543,226,847,98348,151780,0,0,4,11
179,s09-7v7-lmctf09,Arach[SG],defend,1.177,29,799,15484,18218,0,0,5,1
179,s09-7v7-lmctf09,Caco[SG],defend,1.263,89,808,31353,39602,0,0,7,4
179,s09-7v7-lmctf09,Rune[SG],defend,1.232,221,758,77201,95086,0,0,6,6
179,s09-7v7-lmctf09,Slip[SG],defend,1.581,131,775,54052,85442,0,0,2,7
179,s09-7v7-lmctf09,Gate[SG],attack,1.519,203,809,89033,135241,0,0,10,6
179,s09-7v7-lmctf09,Phase[SG],attack,1.623,225,801,102380,166116,1,0,17,11
179,s09-7v7-lmctf09,Field[SG],attack,1.768,213,880,94596,167233,1,0,13,8
179,s09-7v7-lmctf09,Trace[SG],attack,1.791,224,799,101576,181905,1,0,13,10
179,s09-7v7-lmctf09,Vore[SG],attack,1.919,214,809,98118,188309,0,0,3,10
179,s09-7v7-lmctf09,Fiend[SG],attack,1.638,234,814,106328,174178,0,0,7,11
179,s09-7v7-lmctf09,Scrag[SG],attack,1.808,227,796,106856,193150,1,0,16,8
179,s09-7v7-lmctf09,Ogre[SG],attack,1.501,184,800,90487,135815,0,0,6,21
179,s09-7v7-lmctf09,Knight[SG],attack,1.820,200,809,87769,159700,0,0,11,16
179,s09-7v7-lmctf09,Wizard[SG],attack,1.516,195,800,91144,138164,0,0,10,8
179,s10-5v1-smap05,Arach[SG],defend,2.113,4,745,1567,3310,0,0,3,0
179,s10-5v1-smap05,Caco[SG],recover,0.878,193,781,95527,83883,0,0,1,12
179,s10-5v1-smap05,Rune[SG],attack,0.702,221,773,56458,39613,1,1,3,1
179,s10-5v1-smap05,Slip[SG],attack,0.887,212,794,68373,60624,0,0,2,0
179,s10-5v1-smap05,Gate[SG],attack,0.913,213,779,56046,51193,0,0,1,0
179,s10-5v1-smap05,Phase[SG],carry,1.092,232,784,61980,67669,2,0,3,0
180,s01-2v2-lmctf03,Arach[SG],defend,1.164,2,749,1331,1550,0,0,0,0
180,s01-2v2-lmctf03,Caco[SG],defend,0.189,249,777,10874,2055,0,0,0,0
180,s01-2v2-lmctf03,Rune[SG],attack,1.779,173,770,66198,117734,0,0,1,0
180,s01-2v2-lmctf03,Slip[SG],attack,1.517,143,779,58098,88142,0,0,0,1
180,s02-2v2-lmctf03,Arach[SG],defend,1.902,79,779,35278,67103,0,0,0,0
180,s02-2v2-lmctf03,Caco[SG],defend,0.189,249,777,10874,2055,0,0,0,0
180,s02-2v2-lmctf03,Rune[SG],attack,1.474,165,785,78725,116047,0,0,2,1
180,s02-2v2-lmctf03,Slip[SG],attack,1.131,229,779,97455,110232,0,0,1,2
180,s03-5v5-lmctf22,Arach[SG],defend,0.682,233,772,28881,19689,0,0,2,3
180,s03-5v5-lmctf22,Caco[SG],defend,0.852,213,779,37058,31565,0,0,3,6
180,s03-5v5-lmctf22,Rune[SG],defend,1.027,195,782,62198,63873,0,0,5,4
180,s03-5v5-lmctf22,Slip[SG],defend,1.200,224,792,54580,65511,0,0,6,5
180,s03-5v5-lmctf22,Gate[SG],attack,0.984,186,788,81049,79718,0,0,4,0
180,s03-5v5-lmctf22,Phase[SG],attack,1.417,228,793,106315,150613,0,0,6,9
180,s03-5v5-lmctf22,Field[SG],attack,1.373,206,786,93678,128630,0,0,4,8
180,s03-5v5-lmctf22,Trace[SG],attack,1.373,235,794,103231,141758,2,0,17,8
180,s03-5v5-lmctf22,Vore[SG],attack,1.364,218,808,85775,116956,1,0,3,7
180,s03-5v5-lmctf22,Fiend[SG],attack,1.541,219,779,93412,143944,0,0,8,8
180,s04-5v5-lmctf02c,Arach[SG],defend,1.145,35,763,15329,17550,0,0,0,0
180,s04-5v5-lmctf02c,Caco[SG],defend,2.256,140,799,48221,108808,0,0,1,1
180,s04-5v5-lmctf02c,Rune[SG],defend,1.021,224,764,64161,65483,0,0,0,2
180,s04-5v5-lmctf02c,Slip[SG],defend,1.665,232,779,104925,174751,0,0,1,1
180,s04-5v5-lmctf02c,Gate[SG],attack,1.451,222,776,108359,157200,0,0,8,2
180,s04-5v5-lmctf02c,Phase[SG],attack,1.946,208,776,99600,193843,0,0,8,5
180,s04-5v5-lmctf02c,Field[SG],attack,1.646,217,806,85687,141001,0,0,2,5
180,s04-5v5-lmctf02c,Trace[SG],attack,1.719,207,783,93034,159913,0,0,8,1
180,s04-5v5-lmctf02c,Vore[SG],attack,1.844,207,806,96838,178598,0,0,1,8
180,s04-5v5-lmctf02c,Fiend[SG],attack,1.908,222,806,93195,177836,0,0,5,10
180,s05-5v5-mactf06,Arach[SG],defend,0.115,175,612,11284,1300,0,0,3,1
180,s05-5v5-mactf06,Caco[SG],defend,1.287,220,782,35315,45434,0,0,6,1
180,s05-5v5-mactf06,Rune[SG],defend,0.241,259,696,3532,850,0,0,5,0
180,s05-5v5-mactf06,Slip[SG],defend,1.645,247,764,32312,53140,0,0,2,0
180,s05-5v5-mactf06,Gate[SG],attack,1.247,232,770,107908,134554,0,0,8,1
180,s05-5v5-mactf06,Phase[SG],attack,1.402,225,802,100458,140841,0,0,13,8
180,s05-5v5-mactf06,Field[SG],attack,1.351,223,800,94552,127771,0,0,1,11
180,s05-5v5-mactf06,Trace[SG],attack,1.243,236,788,105044,130555,0,0,5,5
180,s05-5v5-mactf06,Vore[SG],attack,1.428,230,800,99513,142124,0,0,2,17
180,s05-5v5-mactf06,Fiend[SG],attack,1.391,235,784,97465,135530,0,0,3,5
180,s06-5v5-lmctf05,Arach[SG],defend,1.123,152,800,49675,55784,0,0,4,4
180,s06-5v5-lmctf05,Caco[SG],defend,1.359,51,778,15722,21367,0,0,1,2
180,s06-5v5-lmctf05,Rune[SG],defend,0.982,215,774,44925,44131,0,0,6,3
180,s06-5v5-lmctf05,Slip[SG],defend,0.724,228,777,87809,63534,0,0,3,1
180,s06-5v5-lmctf05,Gate[SG],attack,2.020,159,771,50817,102625,0,0,5,7
180,s06-5v5-lmctf05,Phase[SG],attack,1.904,158,786,83620,159241,0,0,3,8
180,s06-5v5-lmctf05,Field[SG],attack,2.273,139,779,72651,165123,0,0,10,9
180,s06-5v5-lmctf05,Trace[SG],attack,1.648,202,778,90754,149527,0,0,6,7
180,s06-5v5-lmctf05,Vore[SG],attack,1.825,135,773,67690,123503,0,0,9,6
180,s06-5v5-lmctf05,Fiend[SG],attack,1.713,150,752,45323,77654,1,0,6,6
180,s07-5v5-lmctf01,Arach[SG],defend,1.256,1,285,1190,1495,0,0,4,0
180,s07-5v5-lmctf01,Caco[SG],defend,0.249,86,320,5699,1421,0,0,2,0
180,s07-5v5-lmctf01,Rune[SG],defend,0.490,221,771,29999,14700,0,0,3,0
180,s07-5v5-lmctf01,Slip[SG],defend,0.793,222,706,38567,30565,0,0,4,0
180,s07-5v5-lmctf01,Gate[SG],attack,1.249,217,785,84969,106084,0,0,5,4
180,s07-5v5-lmctf01,Phase[SG],attack,1.548,185,802,82719,128081,0,0,3,3
180,s07-5v5-lmctf01,Field[SG],attack,1.304,187,793,80494,104982,0,0,3,5
180,s07-5v5-lmctf01,Trace[SG],attack,1.369,195,778,85327,116781,0,0,3,5
180,s07-5v5-lmctf01,Vore[SG],attack,1.433,193,800,87425,125317,0,0,0,7
180,s07-5v5-lmctf01,Fiend[SG],attack,1.308,174,800,78312,102427,0,0,3,6
180,s08-7v7-lmctf09,Arach[SG],defend,1.155,26,435,14866,17164,0,0,2,3
180,s08-7v7-lmctf09,Caco[SG],defend,0.915,31,780,12274,11225,0,0,6,6
180,s08-7v7-lmctf09,Rune[SG],defend,1.332,170,779,66789,88996,0,0,9,2
180,s08-7v7-lmctf09,Slip[SG],defend,1.332,187,800,49380,65781,0,0,3,10
180,s08-7v7-lmctf09,Gate[SG],attack,1.600,229,783,108302,173273,0,0,18,7
180,s08-7v7-lmctf09,Phase[SG],attack,1.599,227,791,104347,166826,0,0,22,9
180,s08-7v7-lmctf09,Field[SG],attack,1.605,177,787,85438,137151,0,0,8,17
180,s08-7v7-lmctf09,Trace[SG],attack,1.590,230,788,103761,164991,0,0,10,10
180,s08-7v7-lmctf09,Vore[SG],attack,1.750,185,798,95021,166311,0,0,6,13
180,s08-7v7-lmctf09,Fiend[SG],attack,1.482,202,776,92311,136798,0,0,13,11
180,s08-7v7-lmctf09,Scrag[SG],attack,1.526,215,795,94582,144328,0,0,18,10
180,s08-7v7-lmctf09,Ogre[SG],attack,1.729,210,786,101142,174865,0,0,11,14
180,s08-7v7-lmctf09,Knight[SG],attack,1.597,196,791,89652,143140,0,0,6,12
180,s08-7v7-lmctf09,Wizard[SG],attack,1.667,206,805,90390,150720,0,0,12,20
180,s09-7v7-lmctf09,Arach[SG],defend,1.892,51,781,23567,44583,0,0,9,2
180,s09-7v7-lmctf09,Caco[SG],defend,1.449,98,775,43986,63717,0,0,8,7
180,s09-7v7-lmctf09,Rune[SG],defend,1.094,239,791,56317,61623,0,0,6,1
180,s09-7v7-lmctf09,Slip[SG],defend,1.190,199,775,38520,45844,0,0,5,7
180,s09-7v7-lmctf09,Gate[SG],attack,1.802,219,906,102167,184139,1,0,5,22
180,s09-7v7-lmctf09,Phase[SG],attack,1.836,205,796,90352,165898,0,0,12,6
180,s09-7v7-lmctf09,Field[SG],attack,1.828,217,809,96327,176120,0,0,12,13
180,s09-7v7-lmctf09,Trace[SG],attack,1.650,202,804,86475,142685,0,0,14,18
180,s09-7v7-lmctf09,Vore[SG],attack,1.516,203,800,90721,137570,0,0,4,14
180,s09-7v7-lmctf09,Fiend[SG],attack,1.497,189,783,88240,132065,0,0,14,5
180,s09-7v7-lmctf09,Scrag[SG],attack,1.689,229,787,99538,168109,0,0,17,6
180,s09-7v7-lmctf09,Ogre[SG],attack,1.502,211,782,90085,135332,0,0,13,12
180,s09-7v7-lmctf09,Knight[SG],attack,1.603,192,777,87737,140686,0,0,7,14
180,s09-7v7-lmctf09,Wizard[SG],attack,1.980,221,778,100661,199321,2,0,11,10
180,s10-5v1-smap05,Arach[SG],defend,1.667,27,800,11296,18826,0,0,2,0
180,s10-5v1-smap05,Caco[SG],recover,1.276,216,789,98117,125221,1,0,14,14
180,s10-5v1-smap05,Rune[SG],attack,1.260,186,800,70163,88381,0,0,3,3
180,s10-5v1-smap05,Slip[SG],attack,1.229,170,800,67769,83299,1,0,1,5
180,s10-5v1-smap05,Gate[SG],attack,1.162,183,794,62251,72347,2,1,3,1
180,s10-5v1-smap05,Phase[SG],attack,1.352,193,1100,85256,115271,1,0,4,5
181,s01-2v2-lmctf03,Arach[SG],defend,1.930,104,779,45138,87100,0,0,0,0
181,s01-2v2-lmctf03,Caco[SG],defend,0.686,81,782,13249,9083,0,0,0,0
181,s01-2v2-lmctf03,Rune[SG],attack,2.050,160,773,54831,112428,0,0,0,0
181,s01-2v2-lmctf03,Slip[SG],attack,1.084,235,786,97304,105510,2,0,0,0
181,s02-2v2-lmctf03,Arach[SG],defend,1.150,26,776,12109,13925,0,0,0,1
181,s02-2v2-lmctf03,Caco[SG],defend,0.602,248,777,23384,14071,0,0,0,0
181,s02-2v2-lmctf03,Rune[SG],attack,1.404,212,791,71620,100532,0,0,1,1
181,s02-2v2-lmctf03,Slip[SG],attack,0.661,249,779,99869,65991,1,0,2,1
181,s03-5v5-lmctf22,Arach[SG],defend,1.122,235,744,48261,54172,0,0,2,2
181,s03-5v5-lmctf22,Caco[SG],defend,1.291,158,782,49484,63873,0,0,3,5
181,s03-5v5-lmctf22,Rune[SG],defend,1.014,236,776,59436,60285,0,0,5,2
181,s03-5v5-lmctf22,Slip[SG],defend,0.979,239,777,67683,66228,0,0,5,3
181,s03-5v5-lmctf22,Gate[SG],attack,1.094,193,775,79956,87461,0,0,2,2
181,s03-5v5-lmctf22,Phase[SG],attack,1.534,248,786,97165,149022,1,0,13,7
181,s03-5v5-lmctf22,Field[SG],attack,1.458,233,896,97467,142110,2,0,7,7
181,s03-5v5-lmctf22,Trace[SG],attack,1.580,241,777,98408,155489,1,0,10,9
181,s03-5v5-lmctf22,Vore[SG],attack,1.349,210,788,94680,127677,0,0,3,8
181,s03-5v5-lmctf22,Fiend[SG],attack,1.577,220,792,95104,149993,0,0,4,9
181,s04-5v5-lmctf02c,Arach[SG],defend,0.964,69,746,30134,29050,0,0,1,0
181,s04-5v5-lmctf02c,Caco[SG],defend,4.317,222,794,101127,436602,0,0,0,3
181,s04-5v5-lmctf02c,Rune[SG],defend,1.047,219,779,79679,83410,0,0,0,2
181,s04-5v5-lmctf02c,Slip[SG],defend,1.658,226,801,92760,153821,0,0,2,1
181,s04-5v5-lmctf02c,Gate[SG],attack,1.886,191,778,92645,174700,0,0,9,9
181,s04-5v5-lmctf02c,Phase[SG],attack,1.501,230,777,103060,154684,0,0,3,1
181,s04-5v5-lmctf02c,Field[SG],attack,1.562,221,806,93038,145291,0,0,5,3
181,s04-5v5-lmctf02c,Trace[SG],attack,1.436,231,784,99773,143276,0,0,1,1
